# SignalP-5.0	Organism: euk	Timestamp: 20220617153159
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
H9P43_006115-T1	OTHER	0.002343	0.997657	
H9P43_006116-T1	OTHER	0.013779	0.986221	
H9P43_006117-T1	OTHER	0.024327	0.975673	
H9P43_006118-T1	SP(Sec/SPI)	0.860925	0.139075	CS pos: 22-23. AVA-AG. Pr: 0.3563
H9P43_006119-T1	OTHER	0.000952	0.999048	
H9P43_006120-T1	SP(Sec/SPI)	0.991239	0.008761	CS pos: 21-22. AAA-CR. Pr: 0.5941
H9P43_006121-T1	OTHER	0.003211	0.996789	
H9P43_006122-T1	OTHER	0.000275	0.999725	
H9P43_006123-T1	OTHER	0.080460	0.919540	
H9P43_006124-T1	OTHER	0.000320	0.999680	
H9P43_006125-T1	OTHER	0.002395	0.997605	
# SignalP-5.0	Organism: euk	Timestamp: 20220617153008
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
H9P43_008686-T1	OTHER	0.002500	0.997500	
H9P43_008687-T1	OTHER	0.000947	0.999053	
H9P43_008688-T1	OTHER	0.055697	0.944303	
H9P43_008689-T1	OTHER	0.001771	0.998229	
H9P43_008690-T1	OTHER	0.000495	0.999505	
H9P43_008691-T1	OTHER	0.001087	0.998913	
H9P43_008692-T1	OTHER	0.000881	0.999119	
H9P43_008693-T1	OTHER	0.001597	0.998403	
H9P43_008694-T1	OTHER	0.002892	0.997108	
H9P43_008695-T1	OTHER	0.494855	0.505145	
H9P43_008696-T1	OTHER	0.000905	0.999095	
H9P43_008697-T1	SP(Sec/SPI)	0.998864	0.001136	CS pos: 19-20. VSA-IP. Pr: 0.9142
H9P43_008698-T1	OTHER	0.006247	0.993753	
H9P43_008699-T1	OTHER	0.007974	0.992026	
H9P43_008700-T1	OTHER	0.002995	0.997005	
H9P43_008701-T1	OTHER	0.000855	0.999145	
H9P43_008702-T1	SP(Sec/SPI)	0.998864	0.001136	CS pos: 19-20. VSA-IP. Pr: 0.9142
H9P43_008703-T1	OTHER	0.002573	0.997427	
H9P43_008704-T1	OTHER	0.004962	0.995038	
H9P43_008705-T1	OTHER	0.008687	0.991313	
H9P43_008706-T1	OTHER	0.001061	0.998939	
H9P43_008707-T1	OTHER	0.002656	0.997344	
H9P43_008708-T1	OTHER	0.015936	0.984064	
H9P43_008709-T1	OTHER	0.002270	0.997730	
H9P43_008710-T1	OTHER	0.001006	0.998994	
H9P43_008711-T1	OTHER	0.001261	0.998739	
H9P43_008712-T1	SP(Sec/SPI)	0.999315	0.000685	CS pos: 28-29. ASA-QV. Pr: 0.9109
H9P43_008713-T1	OTHER	0.011922	0.988078	
H9P43_008714-T1	OTHER	0.000790	0.999210	
H9P43_008715-T1	OTHER	0.033711	0.966289	
H9P43_008716-T1	OTHER	0.039740	0.960260	
H9P43_008717-T1	OTHER	0.004678	0.995322	
H9P43_008718-T1	OTHER	0.002193	0.997807	
H9P43_008719-T1	OTHER	0.000508	0.999492	
H9P43_008720-T1	OTHER	0.057844	0.942156	
H9P43_008721-T1	OTHER	0.004121	0.995879	
H9P43_008722-T1	OTHER	0.000912	0.999088	
H9P43_008723-T1	OTHER	0.001379	0.998621	
H9P43_008724-T1	OTHER	0.000609	0.999391	
H9P43_008725-T1	OTHER	0.027443	0.972557	
H9P43_008726-T1	OTHER	0.001036	0.998964	
H9P43_008727-T1	OTHER	0.002231	0.997769	
H9P43_008728-T1	OTHER	0.000286	0.999714	
H9P43_008729-T1	OTHER	0.003576	0.996424	
H9P43_008730-T1	OTHER	0.001563	0.998437	
H9P43_008731-T1	OTHER	0.001209	0.998791	
H9P43_008732-T1	OTHER	0.000831	0.999169	
H9P43_008733-T1	OTHER	0.001120	0.998880	
H9P43_008734-T1	SP(Sec/SPI)	0.609235	0.390765	CS pos: 21-22. AES-FA. Pr: 0.2703
H9P43_008735-T1	OTHER	0.001639	0.998361	
H9P43_008736-T1	OTHER	0.001453	0.998547	
H9P43_008737-T1	OTHER	0.005702	0.994298	
H9P43_008738-T1	OTHER	0.000252	0.999748	
H9P43_008739-T1	OTHER	0.003229	0.996771	
H9P43_008740-T1	OTHER	0.011922	0.988078	
H9P43_008741-T1	OTHER	0.339787	0.660213	
H9P43_008742-T1	SP(Sec/SPI)	0.992971	0.007029	CS pos: 22-23. TNA-AP. Pr: 0.9112
H9P43_008743-T1	OTHER	0.001560	0.998440	
H9P43_008744-T1	OTHER	0.003035	0.996965	
H9P43_008745-T1	OTHER	0.004506	0.995494	
H9P43_008746-T1	OTHER	0.006711	0.993289	
H9P43_008747-T1	OTHER	0.000591	0.999409	
H9P43_008748-T1	OTHER	0.000644	0.999356	
H9P43_008749-T1	OTHER	0.000860	0.999140	
H9P43_008750-T1	OTHER	0.000465	0.999535	
H9P43_008751-T1	OTHER	0.009116	0.990884	
H9P43_008752-T1	OTHER	0.017700	0.982300	
H9P43_008753-T1	OTHER	0.002117	0.997883	
H9P43_008754-T1	OTHER	0.002600	0.997400	
H9P43_008755-T1	OTHER	0.002075	0.997925	
H9P43_008756-T1	OTHER	0.001518	0.998482	
H9P43_008757-T1	OTHER	0.003850	0.996150	
H9P43_008758-T1	OTHER	0.017250	0.982750	
H9P43_008759-T1	OTHER	0.000794	0.999206	
H9P43_008760-T1	SP(Sec/SPI)	0.889316	0.110684	CS pos: 36-37. VTA-ED. Pr: 0.8657
H9P43_008761-T1	OTHER	0.000357	0.999643	
H9P43_008762-T1	OTHER	0.000412	0.999588	
H9P43_008763-T1	OTHER	0.001027	0.998973	
H9P43_008764-T1	OTHER	0.024121	0.975879	
H9P43_008765-T1	OTHER	0.000272	0.999728	
H9P43_008766-T1	OTHER	0.000746	0.999254	
H9P43_008767-T1	OTHER	0.000914	0.999086	
H9P43_008768-T1	OTHER	0.001381	0.998619	
H9P43_008769-T1	OTHER	0.006246	0.993754	
H9P43_008770-T1	OTHER	0.001861	0.998139	
H9P43_008771-T1	OTHER	0.000832	0.999168	
H9P43_008772-T1	OTHER	0.002651	0.997349	
H9P43_008773-T1	OTHER	0.020756	0.979244	
H9P43_008774-T1	SP(Sec/SPI)	0.525403	0.474597	CS pos: 36-37. VSA-SP. Pr: 0.3270
H9P43_008775-T1	OTHER	0.002489	0.997511	
H9P43_008776-T1	OTHER	0.000581	0.999419	
H9P43_008777-T1	OTHER	0.005196	0.994804	
H9P43_008778-T1	OTHER	0.002700	0.997300	
H9P43_008779-T1	SP(Sec/SPI)	0.998272	0.001728	CS pos: 18-19. VQA-AP. Pr: 0.9694
H9P43_008780-T1	OTHER	0.001351	0.998649	
H9P43_008781-T1	OTHER	0.011824	0.988176	
H9P43_008782-T1	OTHER	0.046681	0.953319	
H9P43_008783-T1	OTHER	0.047773	0.952227	
H9P43_008784-T1	OTHER	0.001917	0.998083	
H9P43_008785-T1	OTHER	0.000792	0.999208	
H9P43_008786-T1	SP(Sec/SPI)	0.974648	0.025352	CS pos: 36-37. VSA-QG. Pr: 0.2092
H9P43_008787-T1	OTHER	0.004103	0.995897	
H9P43_008788-T1	OTHER	0.001699	0.998301	
H9P43_008789-T1	OTHER	0.000559	0.999441	
H9P43_008790-T1	OTHER	0.002723	0.997277	
H9P43_008791-T1	OTHER	0.001422	0.998578	
H9P43_008792-T1	OTHER	0.001861	0.998139	
H9P43_008793-T1	OTHER	0.018046	0.981954	
H9P43_008794-T1	OTHER	0.002193	0.997807	
H9P43_008795-T1	OTHER	0.007145	0.992855	
H9P43_008796-T1	OTHER	0.001617	0.998383	
H9P43_008797-T1	OTHER	0.002502	0.997498	
H9P43_008798-T1	OTHER	0.007594	0.992406	
H9P43_008799-T1	OTHER	0.002343	0.997657	
H9P43_008800-T1	OTHER	0.014623	0.985377	
H9P43_008801-T1	OTHER	0.000653	0.999347	
H9P43_008802-T1	OTHER	0.000465	0.999535	
H9P43_008803-T1	OTHER	0.000699	0.999301	
H9P43_008804-T1	OTHER	0.000874	0.999126	
H9P43_008805-T1	OTHER	0.124954	0.875046	
H9P43_008806-T1	OTHER	0.000796	0.999204	
H9P43_008807-T1	OTHER	0.005560	0.994440	
H9P43_008808-T1	OTHER	0.002541	0.997459	
H9P43_008809-T1	OTHER	0.003506	0.996494	
H9P43_008810-T1	OTHER	0.007866	0.992134	
H9P43_008811-T1	OTHER	0.001860	0.998140	
H9P43_008812-T1	OTHER	0.001100	0.998900	
H9P43_008813-T1	OTHER	0.003880	0.996120	
H9P43_008814-T1	OTHER	0.024339	0.975661	
H9P43_008815-T1	OTHER	0.001785	0.998215	
H9P43_008816-T1	OTHER	0.000945	0.999055	
H9P43_008817-T1	OTHER	0.033539	0.966461	
H9P43_008818-T1	OTHER	0.010678	0.989322	
H9P43_008819-T1	OTHER	0.003169	0.996831	
H9P43_008820-T1	OTHER	0.001113	0.998887	
H9P43_008821-T1	OTHER	0.005554	0.994446	
H9P43_008822-T1	OTHER	0.002070	0.997930	
H9P43_008823-T1	OTHER	0.012669	0.987331	
H9P43_008824-T1	OTHER	0.046622	0.953378	
H9P43_008825-T1	OTHER	0.004282	0.995718	
H9P43_008826-T1	OTHER	0.000886	0.999114	
H9P43_008827-T1	OTHER	0.000895	0.999105	
H9P43_008828-T1	OTHER	0.001106	0.998894	
H9P43_008829-T1	SP(Sec/SPI)	0.988503	0.011497	CS pos: 23-24. VSA-KA. Pr: 0.8125
H9P43_008830-T1	OTHER	0.000163	0.999837	
H9P43_008831-T1	OTHER	0.000519	0.999481	
H9P43_008832-T1	OTHER	0.001536	0.998464	
H9P43_008833-T1	OTHER	0.001364	0.998636	
H9P43_008834-T1	OTHER	0.004859	0.995141	
H9P43_008835-T1	OTHER	0.001195	0.998805	
H9P43_008836-T1	OTHER	0.008660	0.991340	
H9P43_008837-T1	OTHER	0.013397	0.986603	
H9P43_008838-T1	OTHER	0.000493	0.999507	
H9P43_008839-T1	OTHER	0.000915	0.999085	
H9P43_008840-T1	OTHER	0.000434	0.999566	
H9P43_008841-T1	OTHER	0.001160	0.998840	
H9P43_008842-T1	OTHER	0.001477	0.998523	
H9P43_008843-T1	OTHER	0.001706	0.998294	
H9P43_008844-T1	OTHER	0.001383	0.998617	
H9P43_008845-T1	OTHER	0.001686	0.998314	
H9P43_008846-T1	OTHER	0.006227	0.993773	
H9P43_008847-T1	OTHER	0.000911	0.999089	
H9P43_008848-T1	OTHER	0.000553	0.999447	
H9P43_008849-T1	OTHER	0.004047	0.995953	
H9P43_008850-T1	OTHER	0.016658	0.983342	
H9P43_008851-T1	OTHER	0.007821	0.992179	
H9P43_008852-T1	OTHER	0.000645	0.999355	
H9P43_008853-T1	OTHER	0.012513	0.987487	
H9P43_008854-T1	SP(Sec/SPI)	0.999348	0.000652	CS pos: 22-23. ASA-SD. Pr: 0.8331
H9P43_008855-T1	OTHER	0.002423	0.997577	
H9P43_008856-T1	OTHER	0.000410	0.999590	
H9P43_008857-T1	OTHER	0.000832	0.999168	
H9P43_008858-T1	OTHER	0.000896	0.999104	
H9P43_008859-T1	OTHER	0.001194	0.998806	
H9P43_008860-T1	OTHER	0.001763	0.998237	
H9P43_008861-T1	OTHER	0.180816	0.819184	
H9P43_008862-T1	OTHER	0.013397	0.986603	
H9P43_008863-T1	OTHER	0.001332	0.998668	
H9P43_008864-T1	OTHER	0.003056	0.996944	
H9P43_008865-T1	OTHER	0.001328	0.998672	
H9P43_008866-T1	OTHER	0.003625	0.996375	
H9P43_008867-T1	OTHER	0.000447	0.999553	
H9P43_008868-T1	OTHER	0.182344	0.817656	
H9P43_008869-T1	OTHER	0.003240	0.996760	
H9P43_008870-T1	OTHER	0.001350	0.998650	
H9P43_008871-T1	OTHER	0.024393	0.975607	
H9P43_008872-T1	OTHER	0.003004	0.996996	
H9P43_008873-T1	OTHER	0.004233	0.995767	
H9P43_008874-T1	OTHER	0.000546	0.999454	
H9P43_008875-T1	OTHER	0.001449	0.998551	
H9P43_008876-T1	OTHER	0.003560	0.996440	
H9P43_008877-T1	OTHER	0.001661	0.998339	
H9P43_008878-T1	OTHER	0.000756	0.999244	
H9P43_008879-T1	OTHER	0.000667	0.999333	
H9P43_008880-T1	OTHER	0.007979	0.992021	
H9P43_008881-T1	OTHER	0.002667	0.997333	
H9P43_008882-T1	OTHER	0.000978	0.999022	
H9P43_008883-T1	OTHER	0.000753	0.999247	
H9P43_008884-T1	OTHER	0.000665	0.999335	
H9P43_008885-T1	OTHER	0.000486	0.999514	
H9P43_008886-T1	SP(Sec/SPI)	0.950349	0.049651	CS pos: 24-25. VSA-LH. Pr: 0.5949
H9P43_008887-T1	OTHER	0.001343	0.998657	
H9P43_008888-T1	OTHER	0.000701	0.999299	
H9P43_008889-T1	OTHER	0.001138	0.998862	
H9P43_008890-T1	OTHER	0.000802	0.999198	
H9P43_008891-T1	OTHER	0.005153	0.994847	
H9P43_008892-T1	OTHER	0.003750	0.996250	
H9P43_008893-T1	OTHER	0.002247	0.997753	
H9P43_008894-T1	OTHER	0.001713	0.998287	
H9P43_008895-T1	OTHER	0.000446	0.999554	
H9P43_008896-T1	OTHER	0.014351	0.985649	
H9P43_008897-T1	OTHER	0.002674	0.997326	
H9P43_008898-T1	OTHER	0.001905	0.998095	
H9P43_008899-T1	OTHER	0.001949	0.998051	
H9P43_008900-T1	OTHER	0.003152	0.996848	
H9P43_008901-T1	OTHER	0.000423	0.999577	
H9P43_008902-T1	OTHER	0.001770	0.998230	
H9P43_008903-T1	SP(Sec/SPI)	0.960186	0.039814	CS pos: 21-22. AFA-TN. Pr: 0.8253
H9P43_008904-T1	OTHER	0.002470	0.997530	
H9P43_008905-T1	OTHER	0.002012	0.997988	
H9P43_008906-T1	OTHER	0.000626	0.999374	
H9P43_008907-T1	OTHER	0.000853	0.999147	
H9P43_008908-T1	OTHER	0.005986	0.994014	
H9P43_008909-T1	OTHER	0.002125	0.997875	
H9P43_008910-T1	OTHER	0.004820	0.995180	
H9P43_008911-T1	SP(Sec/SPI)	0.995631	0.004369	CS pos: 22-23. ALA-LP. Pr: 0.8413
H9P43_008912-T1	OTHER	0.001586	0.998414	
H9P43_008913-T1	OTHER	0.002124	0.997876	
H9P43_008914-T1	OTHER	0.001007	0.998993	
H9P43_008915-T1	OTHER	0.001128	0.998872	
H9P43_008916-T1	OTHER	0.000820	0.999180	
H9P43_008917-T1	SP(Sec/SPI)	0.998581	0.001419	CS pos: 19-20. TNA-AP. Pr: 0.9456
H9P43_008918-T1	OTHER	0.023005	0.976995	
H9P43_008919-T1	OTHER	0.112658	0.887342	
H9P43_008920-T1	OTHER	0.001868	0.998132	
H9P43_008921-T1	OTHER	0.001443	0.998557	
H9P43_008922-T1	OTHER	0.007775	0.992225	
H9P43_008923-T1	OTHER	0.000587	0.999413	
H9P43_008924-T1	OTHER	0.001715	0.998285	
H9P43_008925-T1	OTHER	0.007409	0.992591	
H9P43_008926-T1	OTHER	0.001615	0.998385	
H9P43_008927-T1	OTHER	0.001577	0.998423	
H9P43_008928-T1	OTHER	0.002697	0.997303	
H9P43_008929-T1	OTHER	0.000974	0.999026	
H9P43_008930-T1	OTHER	0.000994	0.999006	
H9P43_008931-T1	OTHER	0.001931	0.998069	
H9P43_008932-T1	OTHER	0.002993	0.997007	
H9P43_008933-T1	OTHER	0.002557	0.997443	
H9P43_008934-T1	OTHER	0.002929	0.997071	
H9P43_008935-T1	OTHER	0.002002	0.997998	
H9P43_008936-T1	OTHER	0.005322	0.994678	
# SignalP-5.0	Organism: euk	Timestamp: 20220617153150
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
H9P43_008937-T1	OTHER	0.002354	0.997646	
H9P43_008938-T1	OTHER	0.001082	0.998918	
H9P43_008939-T1	OTHER	0.003359	0.996641	
H9P43_008940-T1	OTHER	0.001961	0.998039	
H9P43_008941-T1	OTHER	0.002147	0.997853	
H9P43_008942-T1	OTHER	0.000843	0.999157	
H9P43_008943-T1	OTHER	0.002250	0.997750	
H9P43_008944-T1	OTHER	0.005125	0.994875	
H9P43_008945-T1	OTHER	0.002443	0.997557	
H9P43_008946-T1	OTHER	0.004799	0.995201	
H9P43_008947-T1	OTHER	0.002028	0.997972	
H9P43_008948-T1	OTHER	0.000959	0.999041	
H9P43_008949-T1	OTHER	0.004346	0.995654	
H9P43_008950-T1	OTHER	0.002358	0.997642	
H9P43_008951-T1	OTHER	0.001021	0.998979	
H9P43_008952-T1	OTHER	0.000818	0.999182	
H9P43_008953-T1	OTHER	0.001280	0.998720	
H9P43_008954-T1	OTHER	0.000959	0.999041	
H9P43_008955-T1	OTHER	0.002028	0.997972	
H9P43_008956-T1	OTHER	0.004799	0.995201	
H9P43_008957-T1	OTHER	0.001920	0.998080	
H9P43_008958-T1	OTHER	0.000912	0.999088	
H9P43_008959-T1	OTHER	0.001247	0.998753	
H9P43_008960-T1	OTHER	0.001562	0.998438	
H9P43_008961-T1	OTHER	0.001203	0.998797	
H9P43_008962-T1	OTHER	0.000990	0.999010	
H9P43_008963-T1	OTHER	0.120122	0.879878	
H9P43_008964-T1	OTHER	0.000736	0.999264	
H9P43_008965-T1	SP(Sec/SPI)	0.885603	0.114397	CS pos: 44-45. ARA-QD. Pr: 0.6929
H9P43_008966-T1	OTHER	0.000519	0.999481	
H9P43_008967-T1	OTHER	0.001236	0.998764	
H9P43_008968-T1	OTHER	0.001893	0.998107	
H9P43_008969-T1	OTHER	0.000751	0.999249	
H9P43_008970-T1	OTHER	0.000759	0.999241	
H9P43_008971-T1	OTHER	0.001631	0.998369	
H9P43_008972-T1	OTHER	0.001979	0.998021	
H9P43_008973-T1	OTHER	0.003952	0.996048	
H9P43_008974-T1	OTHER	0.010257	0.989743	
H9P43_008975-T1	OTHER	0.000927	0.999073	
H9P43_008976-T1	OTHER	0.010362	0.989638	
H9P43_008977-T1	OTHER	0.001030	0.998970	
H9P43_008978-T1	OTHER	0.009259	0.990741	
H9P43_008979-T1	OTHER	0.001416	0.998584	
H9P43_008980-T1	OTHER	0.001616	0.998384	
H9P43_008981-T1	OTHER	0.001650	0.998350	
H9P43_008982-T1	OTHER	0.000555	0.999445	
H9P43_008983-T1	OTHER	0.019114	0.980886	
H9P43_008984-T1	OTHER	0.002999	0.997001	
H9P43_008985-T1	OTHER	0.005951	0.994049	
H9P43_008986-T1	OTHER	0.002237	0.997763	
H9P43_008987-T1	OTHER	0.007520	0.992480	
H9P43_008988-T1	OTHER	0.005882	0.994118	
H9P43_008989-T1	OTHER	0.001888	0.998112	
H9P43_008990-T1	OTHER	0.002453	0.997547	
H9P43_008991-T1	OTHER	0.000367	0.999633	
H9P43_008992-T1	OTHER	0.001449	0.998551	
H9P43_008993-T1	OTHER	0.019048	0.980952	
H9P43_008994-T1	OTHER	0.000723	0.999277	
H9P43_008995-T1	OTHER	0.002823	0.997177	
H9P43_008996-T1	OTHER	0.003244	0.996756	
H9P43_008997-T1	OTHER	0.014530	0.985470	
H9P43_008998-T1	OTHER	0.001348	0.998652	
H9P43_008999-T1	OTHER	0.001331	0.998669	
H9P43_009000-T1	OTHER	0.001562	0.998438	
H9P43_009001-T1	OTHER	0.001203	0.998797	
H9P43_009002-T1	OTHER	0.001450	0.998550	
H9P43_009003-T1	OTHER	0.001074	0.998926	
H9P43_009004-T1	OTHER	0.000754	0.999246	
H9P43_009005-T1	OTHER	0.000706	0.999294	
H9P43_009006-T1	OTHER	0.002193	0.997807	
H9P43_009007-T1	OTHER	0.000524	0.999476	
H9P43_009008-T1	OTHER	0.001650	0.998350	
H9P43_009009-T1	OTHER	0.001616	0.998384	
H9P43_009010-T1	OTHER	0.001416	0.998584	
H9P43_009011-T1	OTHER	0.004641	0.995359	
H9P43_009012-T1	OTHER	0.010362	0.989638	
H9P43_009013-T1	OTHER	0.001321	0.998679	
H9P43_009014-T1	OTHER	0.000827	0.999173	
H9P43_009015-T1	OTHER	0.004278	0.995722	
H9P43_009016-T1	OTHER	0.000508	0.999492	
H9P43_009017-T1	OTHER	0.011688	0.988312	
H9P43_009018-T1	OTHER	0.003343	0.996657	
H9P43_009019-T1	OTHER	0.002231	0.997769	
H9P43_009020-T1	OTHER	0.002915	0.997085	
H9P43_009021-T1	OTHER	0.006836	0.993164	
H9P43_009022-T1	SP(Sec/SPI)	0.994043	0.005957	CS pos: 26-27. SHA-DL. Pr: 0.9025
H9P43_009023-T1	SP(Sec/SPI)	0.996853	0.003147	CS pos: 21-22. ASA-QT. Pr: 0.7318
H9P43_009024-T1	OTHER	0.002347	0.997653	
H9P43_009025-T1	OTHER	0.001829	0.998171	
H9P43_009026-T1	OTHER	0.000641	0.999359	
H9P43_009027-T1	OTHER	0.029574	0.970426	
H9P43_009028-T1	OTHER	0.032962	0.967038	
H9P43_009029-T1	OTHER	0.001334	0.998666	
H9P43_009030-T1	OTHER	0.000367	0.999633	
H9P43_009031-T1	OTHER	0.010341	0.989659	
H9P43_009032-T1	OTHER	0.007036	0.992964	
H9P43_009033-T1	OTHER	0.001255	0.998745	
H9P43_009034-T1	OTHER	0.000363	0.999637	
H9P43_009035-T1	SP(Sec/SPI)	0.999436	0.000564	CS pos: 18-19. ATA-QL. Pr: 0.5357
H9P43_009036-T1	OTHER	0.002734	0.997266	
H9P43_009037-T1	OTHER	0.000508	0.999492	
H9P43_009038-T1	OTHER	0.001064	0.998936	
H9P43_009039-T1	SP(Sec/SPI)	0.993758	0.006242	CS pos: 32-33. ATA-CN. Pr: 0.5787
H9P43_009040-T1	OTHER	0.001741	0.998259	
H9P43_009041-T1	OTHER	0.002869	0.997131	
H9P43_009042-T1	OTHER	0.017469	0.982531	
H9P43_009043-T1	OTHER	0.267425	0.732575	
H9P43_009044-T1	OTHER	0.001014	0.998986	
H9P43_009045-T1	OTHER	0.025719	0.974281	
H9P43_009046-T1	OTHER	0.001456	0.998544	
H9P43_009047-T1	OTHER	0.189219	0.810781	
H9P43_009048-T1	OTHER	0.006710	0.993290	
H9P43_009049-T1	OTHER	0.000511	0.999489	
H9P43_009050-T1	OTHER	0.236556	0.763444	
H9P43_009051-T1	OTHER	0.007395	0.992605	
H9P43_009052-T1	OTHER	0.001497	0.998503	
H9P43_009053-T1	OTHER	0.002252	0.997748	
H9P43_009054-T1	OTHER	0.006035	0.993965	
H9P43_009055-T1	OTHER	0.000579	0.999421	
H9P43_009056-T1	OTHER	0.003275	0.996725	
H9P43_009057-T1	OTHER	0.001312	0.998688	
H9P43_009058-T1	OTHER	0.000344	0.999656	
H9P43_009059-T1	OTHER	0.003647	0.996353	
H9P43_009060-T1	OTHER	0.001714	0.998286	
H9P43_009061-T1	SP(Sec/SPI)	0.998994	0.001006	CS pos: 26-27. AAA-QS. Pr: 0.7320
H9P43_009062-T1	SP(Sec/SPI)	0.999033	0.000967	CS pos: 21-22. ASA-HY. Pr: 0.6871
H9P43_009063-T1	OTHER	0.001912	0.998088	
H9P43_009064-T1	OTHER	0.002681	0.997319	
H9P43_009065-T1	OTHER	0.001214	0.998786	
H9P43_009066-T1	OTHER	0.001996	0.998004	
H9P43_009067-T1	OTHER	0.006294	0.993706	
H9P43_009068-T1	OTHER	0.001457	0.998543	
H9P43_009069-T1	OTHER	0.000599	0.999401	
H9P43_009070-T1	OTHER	0.001648	0.998352	
H9P43_009071-T1	OTHER	0.008191	0.991809	
H9P43_009072-T1	OTHER	0.001340	0.998660	
H9P43_009073-T1	OTHER	0.003691	0.996309	
H9P43_009074-T1	SP(Sec/SPI)	0.997572	0.002428	CS pos: 19-20. ASA-SP. Pr: 0.8066
H9P43_009075-T1	OTHER	0.010675	0.989325	
H9P43_009076-T1	OTHER	0.000284	0.999716	
H9P43_009077-T1	OTHER	0.003013	0.996987	
H9P43_009078-T1	OTHER	0.000981	0.999019	
H9P43_009079-T1	OTHER	0.000311	0.999689	
H9P43_009080-T1	OTHER	0.007247	0.992753	
H9P43_009081-T1	OTHER	0.001049	0.998951	
H9P43_009082-T1	OTHER	0.167536	0.832464	
H9P43_009083-T1	OTHER	0.001111	0.998889	
H9P43_009084-T1	OTHER	0.000929	0.999071	
H9P43_009085-T1	OTHER	0.000253	0.999747	
H9P43_009086-T1	OTHER	0.000950	0.999050	
H9P43_009087-T1	SP(Sec/SPI)	0.930193	0.069807	CS pos: 29-30. AAA-DP. Pr: 0.3837
H9P43_009088-T1	OTHER	0.027129	0.972871	
H9P43_009089-T1	OTHER	0.002396	0.997604	
H9P43_009090-T1	OTHER	0.340548	0.659452	
H9P43_009091-T1	OTHER	0.006836	0.993164	
H9P43_009092-T1	OTHER	0.000274	0.999726	
H9P43_009093-T1	OTHER	0.001853	0.998147	
H9P43_009094-T1	OTHER	0.002920	0.997080	
H9P43_009095-T1	OTHER	0.001326	0.998674	
H9P43_009096-T1	OTHER	0.003776	0.996224	
H9P43_009097-T1	OTHER	0.012597	0.987403	
H9P43_009098-T1	OTHER	0.021759	0.978241	
H9P43_009099-T1	OTHER	0.001095	0.998905	
H9P43_009100-T1	OTHER	0.004814	0.995186	
H9P43_009101-T1	OTHER	0.000638	0.999362	
H9P43_009102-T1	OTHER	0.000507	0.999493	
H9P43_009103-T1	OTHER	0.000572	0.999428	
H9P43_009104-T1	OTHER	0.003040	0.996960	
H9P43_009105-T1	OTHER	0.030066	0.969934	
H9P43_009106-T1	OTHER	0.001965	0.998035	
H9P43_009107-T1	SP(Sec/SPI)	0.908939	0.091061	CS pos: 20-21. AMA-RH. Pr: 0.8710
H9P43_009108-T1	OTHER	0.002616	0.997384	
H9P43_009109-T1	SP(Sec/SPI)	0.995147	0.004853	CS pos: 21-22. THA-IA. Pr: 0.6544
H9P43_009110-T1	OTHER	0.008015	0.991985	
H9P43_009111-T1	OTHER	0.001430	0.998570	
H9P43_009112-T1	SP(Sec/SPI)	0.996222	0.003778	CS pos: 24-25. ARA-AG. Pr: 0.6979
H9P43_009113-T1	OTHER	0.000975	0.999025	
H9P43_009114-T1	OTHER	0.002630	0.997370	
H9P43_009115-T1	OTHER	0.000795	0.999205	
H9P43_009116-T1	OTHER	0.000761	0.999239	
H9P43_009117-T1	OTHER	0.004353	0.995647	
H9P43_009118-T1	OTHER	0.002411	0.997589	
H9P43_009119-T1	OTHER	0.001256	0.998744	
H9P43_009120-T1	OTHER	0.000978	0.999022	
H9P43_009121-T1	OTHER	0.000294	0.999706	
H9P43_009122-T1	OTHER	0.003018	0.996982	
H9P43_009123-T1	OTHER	0.003638	0.996362	
H9P43_009124-T1	OTHER	0.001158	0.998842	
H9P43_009125-T1	OTHER	0.000485	0.999515	
H9P43_009126-T1	OTHER	0.001341	0.998659	
H9P43_009127-T1	OTHER	0.002574	0.997426	
H9P43_009128-T1	OTHER	0.000998	0.999002	
H9P43_009129-T1	OTHER	0.009723	0.990277	
H9P43_009130-T1	OTHER	0.001472	0.998528	
H9P43_009131-T1	OTHER	0.000678	0.999322	
H9P43_009132-T1	OTHER	0.001223	0.998777	
H9P43_009133-T1	OTHER	0.001759	0.998241	
H9P43_009134-T1	SP(Sec/SPI)	0.985901	0.014099	CS pos: 28-29. AEA-GK. Pr: 0.9078
H9P43_009135-T1	OTHER	0.001759	0.998241	
H9P43_009136-T1	OTHER	0.000640	0.999360	
H9P43_009137-T1	OTHER	0.007527	0.992473	
H9P43_009138-T1	OTHER	0.003896	0.996104	
H9P43_009139-T1	OTHER	0.003208	0.996792	
H9P43_009140-T1	OTHER	0.002235	0.997765	
H9P43_009141-T1	OTHER	0.003206	0.996794	
H9P43_009142-T1	OTHER	0.001527	0.998473	
H9P43_009143-T1	OTHER	0.009899	0.990101	
H9P43_009144-T1	OTHER	0.002123	0.997877	
H9P43_009145-T1	OTHER	0.002929	0.997071	
H9P43_009146-T1	OTHER	0.000626	0.999374	
H9P43_009147-T1	OTHER	0.002083	0.997917	
H9P43_009148-T1	OTHER	0.000328	0.999672	
H9P43_009149-T1	OTHER	0.000504	0.999496	
