Orthogroup	Allma1_GeneCatalog_proteins_20131203.aa	Blabri1_GeneCatalog_proteins_20160901.aa	Blastocladiella_emersonii_ATCC_22665.proteins	Catan2_GeneCatalog_proteins_20160412.aa	Chytriomyces_confervae_GCA_006535975_ASM653597v1_protein	Parsed1_GeneCatalog_proteins_20170905.aa	Rhihy1_GeneCatalog_proteins_20151219.aa	Total
OG0011557	0	0	0	0	2	0	0	2
OG0011558	0	0	0	0	2	0	0	2
OG0011559	0	0	0	0	2	0	0	2
OG0011560	0	0	0	0	1	0	1	2
OG0011561	0	0	0	0	1	0	1	2
OG0011562	0	0	0	0	1	0	1	2
OG0011563	0	0	0	0	1	0	1	2
OG0011564	0	0	0	0	2	0	0	2
OG0011565	0	0	0	0	1	0	1	2
OG0011566	0	0	0	0	1	0	1	2
OG0011567	0	0	0	0	1	0	1	2
OG0011568	0	0	0	0	2	0	0	2
OG0011569	0	0	0	0	1	0	1	2
OG0011570	0	0	0	0	1	0	1	2
OG0011571	0	0	0	0	1	0	1	2
OG0011572	0	0	0	0	1	0	1	2
OG0011573	0	0	0	0	1	0	1	2
OG0011574	0	0	0	0	1	0	1	2
OG0011575	0	0	0	0	2	0	0	2
OG0011576	0	0	0	0	1	0	1	2
OG0011577	0	0	0	0	2	0	0	2
OG0011578	0	0	0	0	1	0	1	2
OG0011579	0	0	0	0	1	0	1	2
OG0011580	0	0	0	0	2	0	0	2
OG0011581	0	0	0	0	2	0	0	2
OG0011582	0	0	0	0	2	0	0	2
OG0011583	0	0	0	0	2	0	0	2
OG0011584	0	0	0	0	1	0	1	2
OG0011585	0	0	0	0	1	0	1	2
OG0011586	0	0	0	0	2	0	0	2
OG0011587	0	0	0	0	2	0	0	2
OG0011588	0	0	0	0	2	0	0	2
OG0011589	0	0	0	0	1	0	1	2
OG0011590	0	0	0	0	2	0	0	2
OG0011591	0	0	0	0	1	0	1	2
OG0011592	0	0	0	0	1	0	1	2
OG0011593	0	0	0	0	2	0	0	2
OG0011594	0	0	0	0	1	0	1	2
OG0011595	0	0	0	0	1	1	0	2
OG0011596	0	0	0	0	2	0	0	2
OG0011597	0	0	0	0	2	0	0	2
OG0011598	0	0	0	0	2	0	0	2
OG0011599	0	0	0	0	2	0	0	2
OG0011600	0	0	0	0	1	0	1	2
OG0011601	0	0	0	0	1	0	1	2
OG0011602	0	0	0	0	1	0	1	2
OG0011603	0	0	0	0	2	0	0	2
OG0011604	0	0	0	0	1	0	1	2
OG0011605	0	0	0	0	2	0	0	2
OG0011606	0	0	0	0	1	0	1	2
OG0011607	0	0	0	0	2	0	0	2
OG0011608	0	0	0	0	2	0	0	2
OG0011609	0	0	0	0	1	0	1	2
OG0011610	0	0	0	0	1	0	1	2
OG0011611	0	0	0	0	1	0	1	2
OG0011612	0	0	0	0	1	0	1	2
OG0011613	0	0	0	0	2	0	0	2
OG0011614	0	0	0	0	1	0	1	2
OG0011615	0	0	0	0	1	0	1	2
OG0011616	0	0	0	0	2	0	0	2
OG0011617	0	0	0	0	1	0	1	2
OG0011618	0	0	0	0	1	0	1	2
OG0011619	0	0	0	0	2	0	0	2
OG0011620	0	0	0	0	1	0	1	2
OG0011621	0	0	0	0	1	0	1	2
OG0011622	0	0	0	0	2	0	0	2
OG0011623	0	0	0	0	1	0	1	2
OG0011624	0	0	0	0	1	0	1	2
OG0011625	0	0	0	0	2	0	0	2
OG0011626	0	0	0	0	1	0	1	2
OG0011627	0	0	0	0	1	0	1	2
OG0011628	0	0	0	0	1	0	1	2
OG0011629	0	0	0	0	2	0	0	2
OG0011630	0	0	0	0	2	0	0	2
OG0011631	0	0	0	0	1	1	0	2
OG0011632	0	0	0	0	1	0	1	2
OG0011633	0	0	0	0	1	0	1	2
OG0011634	0	0	0	0	2	0	0	2
OG0011635	0	0	0	0	1	0	1	2
OG0011636	0	0	0	0	1	0	1	2
OG0011637	0	0	0	0	1	0	1	2
OG0011638	0	0	0	0	1	0	1	2
OG0011639	0	0	0	0	1	0	1	2
OG0011640	0	0	0	0	2	0	0	2
OG0011641	0	0	0	0	1	0	1	2
OG0011642	0	0	0	0	1	0	1	2
OG0011643	0	0	0	0	1	0	1	2
OG0011644	0	0	0	0	1	0	1	2
OG0011645	0	0	0	0	1	0	1	2
OG0011646	0	0	0	0	1	0	1	2
OG0011647	0	0	0	0	1	0	1	2
OG0011648	0	0	0	0	1	0	1	2
OG0011649	0	0	0	0	1	0	1	2
OG0011650	0	0	0	0	1	0	1	2
OG0011651	0	0	0	0	1	0	1	2
OG0011652	0	0	0	0	2	0	0	2
OG0011653	0	0	0	0	2	0	0	2
OG0011654	0	0	0	0	1	0	1	2
OG0011655	0	0	0	0	2	0	0	2
OG0011656	0	0	0	0	1	0	1	2
OG0011657	0	0	0	0	1	0	1	2
OG0011658	0	0	0	0	1	0	1	2
OG0011659	0	0	0	0	1	0	1	2
OG0011660	0	0	0	0	1	0	1	2
OG0011661	0	0	0	0	1	0	1	2
OG0011662	0	0	0	0	1	0	1	2
OG0011663	0	0	0	0	1	0	1	2
OG0011664	0	0	0	0	2	0	0	2
OG0011665	0	0	0	0	1	0	1	2
OG0011666	0	0	0	0	2	0	0	2
OG0011667	0	0	0	0	2	0	0	2
OG0011668	0	0	0	0	2	0	0	2
OG0011669	0	0	0	0	1	0	1	2
OG0011670	0	0	0	0	1	0	1	2
OG0011671	0	0	0	0	2	0	0	2
OG0011672	0	0	0	0	1	0	1	2
OG0011673	0	0	0	0	1	0	1	2
OG0011674	0	0	0	0	2	0	0	2
OG0011675	0	0	0	0	1	0	1	2
OG0011676	0	0	0	0	1	0	1	2
OG0011677	0	0	0	0	2	0	0	2
OG0011678	0	0	0	0	1	0	1	2
OG0011679	0	0	0	0	2	0	0	2
OG0011680	0	0	0	0	2	0	0	2
OG0011681	0	0	0	0	1	0	1	2
OG0011682	0	0	0	0	1	0	1	2
OG0011683	0	0	0	0	2	0	0	2
OG0011684	0	0	0	0	2	0	0	2
OG0011685	0	0	0	0	1	0	1	2
OG0011686	0	0	0	0	2	0	0	2
OG0011687	0	0	0	0	1	0	1	2
OG0011688	0	0	0	0	1	0	1	2
OG0011689	0	0	0	0	1	0	1	2
OG0011690	0	0	0	0	1	0	1	2
OG0011691	0	0	0	0	1	0	1	2
OG0011692	0	0	0	0	2	0	0	2
OG0011693	0	0	0	0	2	0	0	2
OG0011694	0	0	0	0	2	0	0	2
OG0011695	0	0	0	0	1	0	1	2
OG0011696	0	0	0	0	1	0	1	2
OG0011697	0	0	0	0	1	0	1	2
OG0011698	0	0	0	0	1	0	1	2
OG0011699	0	0	0	0	2	0	0	2
OG0011700	0	0	0	0	1	0	1	2
OG0011701	0	0	0	0	1	0	1	2
OG0011702	0	0	0	0	2	0	0	2
OG0011703	0	0	0	0	2	0	0	2
OG0011704	0	0	0	0	2	0	0	2
OG0011705	0	0	0	0	1	0	1	2
OG0011706	0	0	0	0	1	0	1	2
OG0011707	0	0	0	0	1	0	1	2
OG0011708	0	0	0	0	2	0	0	2
OG0011709	0	0	0	0	2	0	0	2
OG0011710	0	0	0	0	2	0	0	2
OG0011711	0	0	0	0	1	0	1	2
OG0011712	0	0	0	0	1	0	1	2
OG0011713	0	0	0	0	2	0	0	2
OG0011714	0	0	0	0	1	0	1	2
OG0011715	0	0	0	0	2	0	0	2
OG0011716	0	0	0	0	2	0	0	2
OG0011717	0	0	0	0	1	0	1	2
OG0011718	0	0	0	0	2	0	0	2
OG0011719	0	0	0	0	1	0	1	2
OG0011720	0	0	0	0	1	0	1	2
OG0011721	0	0	0	0	1	0	1	2
OG0011722	0	0	0	0	1	0	1	2
OG0011723	0	0	0	0	1	0	1	2
OG0011724	0	0	0	0	2	0	0	2
OG0011725	0	0	0	0	1	0	1	2
OG0011726	0	0	0	0	1	0	1	2
OG0011727	0	0	0	0	1	0	1	2
OG0011728	0	0	0	0	1	0	1	2
OG0011729	0	0	0	0	1	0	1	2
OG0011730	0	0	0	0	2	0	0	2
OG0011731	0	0	0	0	1	0	1	2
OG0011732	0	0	0	0	1	0	1	2
OG0011733	0	0	0	0	1	0	1	2
OG0011734	0	0	0	0	2	0	0	2
OG0011735	0	0	0	0	1	0	1	2
OG0011736	0	0	0	0	1	0	1	2
OG0011737	0	0	0	0	1	0	1	2
OG0011738	0	0	0	0	1	0	1	2
OG0011739	0	0	0	0	2	0	0	2
OG0011740	0	0	0	0	2	0	0	2
OG0011741	0	0	0	0	1	0	1	2
OG0011742	0	0	0	0	1	0	1	2
OG0011743	0	0	0	0	1	0	1	2
OG0011744	0	0	0	0	1	0	1	2
OG0011745	0	0	0	0	1	0	1	2
OG0011746	0	0	0	0	1	0	1	2
OG0011747	0	0	0	0	1	0	1	2
OG0011748	0	0	0	0	2	0	0	2
OG0011749	0	0	0	0	2	0	0	2
OG0011750	0	0	0	0	1	0	1	2
OG0011751	0	0	0	0	1	0	1	2
OG0011752	0	0	0	0	1	0	1	2
OG0011753	0	0	0	0	1	0	1	2
OG0011754	0	0	0	0	1	0	1	2
OG0011755	0	0	0	0	1	0	1	2
OG0011756	0	0	0	0	1	0	1	2
OG0011757	0	0	0	0	1	0	1	2
OG0011758	0	0	0	0	1	0	1	2
OG0011759	0	0	0	0	1	0	1	2
OG0011760	0	0	0	0	2	0	0	2
OG0011761	0	0	0	0	1	0	1	2
OG0011762	0	0	0	0	1	0	1	2
OG0011763	0	0	0	0	1	0	1	2
OG0011764	0	0	0	0	1	0	1	2
OG0011765	0	0	0	0	1	0	1	2
OG0011766	0	0	0	0	2	0	0	2
OG0011767	0	0	0	0	1	0	1	2
OG0011768	0	0	0	0	1	0	1	2
OG0011769	0	0	0	0	2	0	0	2
OG0011770	0	0	0	0	2	0	0	2
OG0011771	0	0	0	0	2	0	0	2
OG0011772	0	0	0	0	2	0	0	2
OG0011773	0	0	0	0	2	0	0	2
OG0011774	0	0	0	0	2	0	0	2
OG0011775	0	0	0	0	1	0	1	2
OG0011776	0	0	0	0	1	0	1	2
OG0011777	0	0	0	0	1	0	1	2
OG0011778	0	0	0	0	2	0	0	2
OG0011779	0	0	0	0	1	0	1	2
OG0011780	0	0	0	0	1	0	1	2
OG0011781	0	0	0	0	1	0	1	2
OG0011782	0	0	0	0	1	0	1	2
OG0011783	0	0	0	0	1	0	1	2
OG0011784	0	0	0	0	1	0	1	2
OG0011785	0	0	0	0	1	0	1	2
OG0011786	0	0	0	0	1	0	1	2
OG0011787	0	0	0	0	1	0	1	2
OG0011788	0	0	0	0	1	0	1	2
OG0011789	0	0	0	0	1	0	1	2
OG0011790	0	0	0	0	2	0	0	2
OG0011791	0	0	0	0	1	0	1	2
OG0011792	0	0	0	0	1	0	1	2
OG0011793	0	0	0	0	1	0	1	2
OG0011794	0	0	0	0	1	0	1	2
OG0011795	0	0	0	0	1	0	1	2
OG0011796	0	0	0	0	2	0	0	2
OG0011797	0	0	0	0	1	0	1	2
OG0011798	0	0	0	0	1	1	0	2
OG0011799	0	0	0	0	1	0	1	2
OG0011800	0	0	0	0	1	0	1	2
OG0011801	0	0	0	0	1	0	1	2
OG0011802	0	0	0	0	1	0	1	2
OG0011803	0	0	0	0	2	0	0	2
OG0011804	0	0	0	0	1	0	1	2
OG0011805	0	0	0	0	1	0	1	2
OG0011806	0	0	0	0	1	0	1	2
OG0011807	0	0	0	0	1	0	1	2
OG0011808	0	0	0	0	1	0	1	2
OG0011809	0	0	0	0	2	0	0	2
OG0011810	0	0	0	0	2	0	0	2
OG0011811	0	0	0	0	1	0	1	2
OG0011812	0	0	0	0	1	0	1	2
OG0011813	0	0	0	0	1	0	1	2
OG0011814	0	0	0	0	2	0	0	2
OG0011815	0	0	0	0	1	0	1	2
OG0011816	0	0	0	0	2	0	0	2
OG0011817	0	0	0	0	1	0	1	2
OG0011818	0	0	0	0	1	0	1	2
OG0011819	0	0	0	0	2	0	0	2
OG0011820	0	0	0	0	1	0	1	2
OG0011821	0	0	0	0	2	0	0	2
OG0011822	0	0	0	0	1	0	1	2
OG0011823	0	0	0	0	2	0	0	2
OG0011824	0	0	0	0	1	1	0	2
OG0011825	0	0	0	0	1	0	1	2
OG0011826	0	0	0	0	1	0	1	2
OG0011827	0	0	0	0	1	0	1	2
OG0011828	0	0	0	0	2	0	0	2
OG0011829	0	0	0	0	1	0	1	2
OG0011830	0	0	0	0	1	0	1	2
OG0011831	0	0	0	0	1	0	1	2
OG0011832	0	0	0	0	1	0	1	2
OG0011833	0	0	0	0	1	0	1	2
OG0011834	0	0	0	0	1	0	1	2
OG0011835	0	0	0	0	1	0	1	2
OG0011836	0	0	0	0	1	0	1	2
OG0011837	0	0	0	0	1	0	1	2
OG0011838	0	0	0	0	1	0	1	2
OG0011839	0	0	0	0	1	0	1	2
OG0011840	0	0	0	0	1	0	1	2
OG0011841	0	0	0	0	1	0	1	2
OG0011842	0	0	0	0	1	0	1	2
OG0011843	0	0	0	0	1	0	1	2
OG0011844	0	0	0	0	1	0	1	2
OG0011845	0	0	0	0	1	0	1	2
OG0011846	0	0	0	0	2	0	0	2
OG0011847	0	0	0	0	1	0	1	2
OG0011848	0	0	0	0	1	0	1	2
OG0011849	0	0	0	0	1	0	1	2
OG0011850	0	0	0	0	1	0	1	2
OG0011851	0	0	0	0	1	0	1	2
OG0011852	0	0	0	0	1	0	1	2
OG0011853	0	0	0	0	1	0	1	2
OG0011854	0	0	0	0	1	0	1	2
OG0011855	0	0	0	0	1	0	1	2
OG0011856	0	0	0	0	2	0	0	2
OG0011857	0	0	0	0	2	0	0	2
OG0011858	0	0	0	0	1	0	1	2
OG0011859	0	0	0	0	1	0	1	2
OG0011860	0	0	0	0	1	0	1	2
OG0011861	0	0	0	0	1	0	1	2
OG0011862	0	0	0	0	1	0	1	2
OG0011863	0	0	0	0	1	0	1	2
OG0011864	0	0	0	0	1	0	1	2
OG0011865	0	0	0	0	1	0	1	2
OG0011866	0	0	0	0	1	0	1	2
OG0011867	0	0	0	0	1	0	1	2
OG0011868	0	0	0	0	1	0	1	2
OG0011869	0	0	0	0	1	0	1	2
OG0011870	0	0	0	0	1	0	1	2
OG0011871	0	0	0	0	1	0	1	2
OG0011872	0	0	0	0	1	0	1	2
OG0011873	0	0	0	0	1	0	1	2
OG0011874	0	0	0	0	1	0	1	2
OG0011875	0	0	0	0	1	0	1	2
OG0011876	0	0	0	0	1	0	1	2
OG0011877	0	0	0	0	1	0	1	2
OG0011878	0	0	0	0	1	0	1	2
OG0011879	0	0	0	0	2	0	0	2
OG0011880	0	0	0	0	1	0	1	2
OG0011881	0	0	0	0	1	0	1	2
OG0011882	0	0	0	0	1	0	1	2
OG0011883	0	0	0	0	1	0	1	2
OG0011884	0	0	0	0	1	0	1	2
OG0011885	0	0	0	0	1	0	1	2
OG0011886	0	0	0	0	1	0	1	2
OG0011887	0	0	0	0	1	0	1	2
OG0011888	0	0	0	0	1	0	1	2
OG0011889	0	0	0	0	2	0	0	2
OG0011890	0	0	0	0	1	0	1	2
OG0011891	0	0	0	0	1	0	1	2
OG0011892	0	0	0	0	1	0	1	2
OG0011893	0	0	0	0	1	0	1	2
OG0011894	0	0	0	0	1	0	1	2
OG0011895	0	0	0	0	1	0	1	2
OG0011896	0	0	0	0	2	0	0	2
OG0011897	0	0	0	0	1	0	1	2
OG0011898	0	0	0	0	1	0	1	2
OG0011899	0	0	0	0	1	0	1	2
OG0011900	0	0	0	0	2	0	0	2
OG0011901	0	0	0	0	2	0	0	2
OG0011902	0	0	0	0	1	0	1	2
OG0011903	0	0	0	0	1	0	1	2
OG0011904	0	0	0	0	1	0	1	2
OG0011905	0	0	0	0	1	0	1	2
OG0011906	0	0	0	0	1	0	1	2
OG0011907	0	0	0	0	1	0	1	2
OG0011908	0	0	0	0	1	0	1	2
OG0011909	0	0	0	0	2	0	0	2
OG0011910	0	0	0	0	2	0	0	2
OG0011911	0	0	0	0	1	0	1	2
OG0011912	0	0	0	0	1	0	1	2
OG0011913	0	0	0	0	1	0	1	2
OG0011914	0	0	0	0	1	0	1	2
OG0011915	0	0	0	0	1	0	1	2
OG0011916	0	0	0	0	1	0	1	2
OG0011917	0	0	0	0	1	0	1	2
OG0011918	0	0	0	0	2	0	0	2
OG0011919	0	0	0	0	1	0	1	2
OG0011920	0	0	0	0	1	0	1	2
OG0011921	0	0	0	0	1	0	1	2
OG0011922	0	0	0	0	2	0	0	2
OG0011923	0	0	0	0	1	0	1	2
OG0011924	0	0	0	0	1	0	1	2
OG0011925	0	0	0	0	1	0	1	2
OG0011926	0	0	0	0	1	0	1	2
OG0011927	0	0	0	0	2	0	0	2
OG0011928	0	0	0	0	1	0	1	2
OG0011929	0	0	0	0	1	0	1	2
OG0011930	0	0	0	0	1	0	1	2
OG0011931	0	0	0	0	1	0	1	2
OG0011932	0	0	0	0	1	0	1	2
OG0011933	0	0	0	0	1	0	1	2
OG0011934	0	0	0	0	1	0	1	2
OG0011935	0	0	0	0	1	0	1	2
OG0011936	0	0	0	0	1	0	1	2
OG0011937	0	0	0	0	1	0	1	2
OG0011938	0	0	0	0	1	0	1	2
OG0011939	0	0	0	0	1	0	1	2
OG0011940	0	0	0	0	1	0	1	2
OG0011941	0	0	0	0	1	0	1	2
OG0011942	0	0	0	0	1	0	1	2
OG0011943	0	0	0	0	2	0	0	2
OG0011944	0	0	0	0	1	0	1	2
OG0011945	0	0	0	0	1	0	1	2
OG0011946	0	0	0	0	1	0	1	2
OG0011947	0	0	0	0	1	0	1	2
OG0011948	0	0	0	0	1	0	1	2
OG0011949	0	0	0	0	2	0	0	2
OG0011950	0	0	0	0	2	0	0	2
OG0011951	0	0	0	0	2	0	0	2
OG0011952	0	0	0	0	1	0	1	2
OG0011953	0	0	0	0	2	0	0	2
OG0011954	0	0	0	0	1	0	1	2
OG0011955	0	0	0	0	1	0	1	2
OG0011956	0	0	0	0	1	0	1	2
OG0011957	0	0	0	0	2	0	0	2
OG0011958	0	0	0	0	1	0	1	2
OG0011959	0	0	0	0	2	0	0	2
OG0011960	0	0	0	0	1	0	1	2
OG0011961	0	0	0	0	2	0	0	2
OG0011962	0	0	0	0	1	0	1	2
OG0011963	0	0	0	0	1	0	1	2
OG0011964	0	0	0	0	2	0	0	2
OG0011965	0	0	0	0	1	1	0	2
OG0011966	0	0	0	0	1	0	1	2
OG0011967	0	0	0	0	2	0	0	2
OG0011968	0	0	0	0	1	0	1	2
OG0011969	0	0	0	0	1	0	1	2
OG0011970	0	0	0	0	1	0	1	2
OG0011971	0	0	0	0	1	0	1	2
OG0011972	0	0	0	0	1	0	1	2
OG0011973	0	0	0	0	2	0	0	2
OG0011974	0	0	0	0	2	0	0	2
OG0011975	0	0	0	0	2	0	0	2
OG0011976	0	0	0	0	2	0	0	2
OG0011977	0	0	0	0	2	0	0	2
OG0011978	0	0	0	0	1	0	1	2
OG0011979	0	0	0	0	1	0	1	2
OG0011980	0	0	0	0	1	0	1	2
OG0011981	0	0	0	0	1	0	1	2
OG0011982	0	0	0	0	1	0	1	2
OG0011983	0	0	0	0	1	0	1	2
OG0011984	0	0	0	0	2	0	0	2
OG0011985	0	0	0	0	2	0	0	2
OG0011986	0	0	0	0	1	0	1	2
OG0011987	0	0	0	0	1	0	1	2
OG0011988	0	0	0	0	1	0	1	2
OG0011989	0	0	0	0	1	0	1	2
OG0011990	0	0	0	0	1	0	1	2
OG0011991	0	0	0	0	1	0	1	2
OG0011992	0	0	0	0	1	0	1	2
OG0011993	0	0	0	0	1	0	1	2
OG0011994	0	0	0	0	1	0	1	2
OG0011995	0	0	0	0	1	0	1	2
OG0011996	0	0	0	0	1	0	1	2
OG0011997	0	0	0	0	1	0	1	2
OG0011998	0	0	0	0	1	0	1	2
OG0011999	0	0	0	0	1	0	1	2
OG0012000	0	0	0	0	2	0	0	2
OG0012001	0	0	0	0	1	0	1	2
OG0012002	0	0	0	0	1	0	1	2
OG0012003	0	0	0	0	2	0	0	2
OG0012004	0	0	0	0	1	0	1	2
OG0012005	0	0	0	0	2	0	0	2
OG0012006	0	0	0	0	1	0	1	2
OG0012007	0	0	0	0	2	0	0	2
OG0012008	0	0	0	0	1	0	1	2
OG0012009	0	0	0	0	1	0	1	2
OG0012010	0	0	0	0	1	0	1	2
OG0012011	0	0	0	0	1	0	1	2
OG0012012	0	0	0	0	1	0	1	2
OG0012013	0	0	0	0	1	0	1	2
OG0012014	0	0	0	0	2	0	0	2
OG0012015	0	0	0	0	1	0	1	2
OG0012016	0	0	0	0	1	0	1	2
OG0012017	0	0	0	0	1	0	1	2
OG0012018	0	0	0	0	2	0	0	2
OG0012019	0	0	0	0	1	0	1	2
OG0012020	0	0	0	0	1	0	1	2
OG0012021	0	0	0	0	1	0	1	2
OG0012022	0	0	0	0	1	0	1	2
OG0012023	0	0	0	0	1	0	1	2
OG0012024	0	0	0	0	1	0	1	2
OG0012025	0	0	0	0	2	0	0	2
OG0012026	0	0	0	0	2	0	0	2
OG0012027	0	0	0	0	1	0	1	2
OG0012028	0	0	0	0	1	0	1	2
OG0012029	0	0	0	0	1	0	1	2
OG0012030	0	0	0	0	1	0	1	2
OG0012031	0	0	0	0	1	0	1	2
OG0012032	0	0	0	0	1	0	1	2
OG0012033	0	0	0	0	1	0	1	2
OG0012034	0	0	0	0	2	0	0	2
OG0012035	0	0	0	0	1	0	1	2
OG0012036	0	0	0	0	1	0	1	2
OG0012037	0	0	0	0	1	0	1	2
OG0012038	0	0	0	0	1	0	1	2
OG0012039	0	0	0	0	1	0	1	2
OG0012040	0	0	0	0	1	0	1	2
OG0012041	0	0	0	0	1	0	1	2
OG0012042	0	0	0	0	1	0	1	2
OG0012043	0	0	0	0	1	0	1	2
OG0012044	0	0	0	0	1	0	1	2
OG0012045	0	0	0	0	1	0	1	2
OG0012046	0	0	0	0	1	0	1	2
OG0012047	0	0	0	0	1	0	1	2
OG0012048	0	0	0	0	1	0	1	2
OG0012049	0	0	0	0	1	0	1	2
OG0012050	0	0	0	0	1	0	1	2
OG0012051	0	0	0	0	1	0	1	2
OG0012052	0	0	0	0	1	0	1	2
OG0012053	0	0	0	0	1	0	1	2
OG0012054	0	0	0	0	1	0	1	2
OG0012055	0	0	0	0	1	0	1	2
OG0012056	0	0	0	0	1	0	1	2
OG0012057	0	0	0	0	1	0	1	2
OG0012058	0	0	0	0	2	0	0	2
OG0012059	0	0	0	0	1	0	1	2
OG0012060	0	0	0	0	1	0	1	2
OG0012061	0	0	0	0	1	0	1	2
OG0012062	0	0	0	0	1	0	1	2
OG0012063	0	0	0	0	1	0	1	2
OG0012064	0	0	0	0	1	0	1	2
OG0012065	0	0	0	0	1	0	1	2
OG0012066	0	0	0	0	2	0	0	2
OG0012067	0	0	0	0	1	0	1	2
OG0012068	0	0	0	0	1	0	1	2
OG0012069	0	0	0	0	1	0	1	2
OG0012070	0	0	0	0	1	0	1	2
OG0012071	0	0	0	0	1	0	1	2
OG0012072	0	0	0	0	1	0	1	2
OG0012073	0	0	0	0	1	0	1	2
OG0012074	0	0	0	0	1	0	1	2
OG0012075	0	0	0	0	2	0	0	2
OG0012076	0	0	0	0	1	0	1	2
OG0012077	0	0	0	0	1	0	1	2
OG0012078	0	0	0	0	1	0	1	2
OG0012079	0	0	0	0	1	0	1	2
OG0012080	0	0	0	0	1	0	1	2
OG0012081	0	0	0	0	1	0	1	2
OG0012082	0	0	0	0	1	0	1	2
OG0012083	0	0	0	0	1	0	1	2
OG0012084	0	0	0	0	2	0	0	2
OG0012085	0	0	0	0	1	0	1	2
OG0012086	0	0	0	0	1	0	1	2
OG0012087	0	0	0	0	1	0	1	2
OG0012088	0	0	0	0	1	0	1	2
OG0012089	0	0	0	0	1	0	1	2
OG0012090	0	0	0	0	1	0	1	2
OG0012091	0	0	0	0	1	0	1	2
OG0012092	0	0	0	0	1	0	1	2
OG0012093	0	0	0	0	1	0	1	2
OG0012094	0	0	0	0	1	0	1	2
OG0012095	0	0	0	0	1	0	1	2
OG0012096	0	0	0	0	1	0	1	2
OG0012097	0	0	0	0	1	0	1	2
OG0012098	0	0	0	0	1	0	1	2
OG0012099	0	0	0	0	1	0	1	2
OG0012100	0	0	0	0	1	0	1	2
OG0012101	0	0	0	0	2	0	0	2
OG0012102	0	0	0	0	1	0	1	2
OG0012103	0	0	0	0	1	0	1	2
OG0012104	0	0	0	0	1	0	1	2
OG0012105	0	0	0	0	1	0	1	2
OG0012106	0	0	0	0	1	1	0	2
OG0012107	0	0	0	0	1	0	1	2
OG0012108	0	0	0	0	1	0	1	2
OG0012109	0	0	0	0	1	0	1	2
OG0012110	0	0	0	0	1	1	0	2
OG0012111	0	0	0	0	1	0	1	2
OG0012112	0	0	0	0	1	0	1	2
OG0012113	0	0	0	0	1	0	1	2
OG0012114	0	0	0	0	1	0	1	2
OG0012115	0	0	0	0	1	0	1	2
OG0012116	0	0	0	0	1	0	1	2
OG0012117	0	0	0	0	1	0	1	2
OG0012118	0	0	0	0	1	0	1	2
OG0012119	0	0	0	0	1	0	1	2
OG0012120	0	0	0	0	1	0	1	2
OG0012121	0	0	0	0	2	0	0	2
OG0012122	0	0	0	0	1	0	1	2
OG0012123	0	0	0	0	1	0	1	2
OG0012124	0	0	0	0	1	0	1	2
OG0012125	0	0	0	0	2	0	0	2
OG0012126	0	0	0	0	2	0	0	2
OG0012127	0	0	0	0	1	0	1	2
OG0012128	0	0	0	0	2	0	0	2
OG0012129	0	0	0	0	1	0	1	2
OG0012130	0	0	0	0	1	0	1	2
OG0012131	0	0	0	0	1	0	1	2
OG0012132	0	0	0	0	1	0	1	2
OG0012133	0	0	0	0	2	0	0	2
OG0012134	0	0	0	0	1	0	1	2
OG0012135	0	0	0	0	1	0	1	2
OG0012136	0	0	0	0	1	0	1	2
OG0012137	0	0	0	0	1	0	1	2
OG0012138	0	0	0	0	1	0	1	2
OG0012139	0	0	0	0	1	0	1	2
OG0012140	0	0	0	0	1	1	0	2
OG0012141	0	0	0	0	1	0	1	2
OG0012142	0	0	0	0	1	0	1	2
OG0012143	0	0	0	0	1	0	1	2
OG0012144	0	0	0	0	1	0	1	2
OG0012145	0	0	0	0	1	0	1	2
OG0012146	0	0	0	0	1	0	1	2
OG0012147	0	0	0	0	1	0	1	2
OG0012148	0	0	0	0	1	0	1	2
OG0012149	0	0	0	0	1	0	1	2
OG0012150	0	0	0	0	2	0	0	2
OG0012151	0	0	0	0	1	0	1	2
OG0012152	0	0	0	0	1	0	1	2
OG0012153	0	0	0	0	1	0	1	2
OG0012154	0	0	0	0	1	0	1	2
OG0012155	0	0	0	0	1	0	1	2
OG0012156	0	0	0	0	1	0	1	2
OG0012157	0	0	0	0	1	0	1	2
OG0012158	0	0	0	0	1	0	1	2
OG0012159	0	0	0	0	1	0	1	2
OG0012160	0	0	0	0	1	0	1	2
OG0012161	0	0	0	0	1	0	1	2
OG0012162	0	0	0	0	1	0	1	2
OG0012163	0	0	0	0	1	0	1	2
OG0012164	0	0	0	0	1	0	1	2
OG0012165	0	0	0	0	1	0	1	2
OG0012166	0	0	0	0	1	0	1	2
OG0012167	0	0	0	0	1	0	1	2
OG0012168	0	0	0	0	1	0	1	2
OG0012169	0	0	0	0	1	0	1	2
OG0012170	0	0	0	0	1	0	1	2
OG0012171	0	0	0	0	1	0	1	2
OG0012172	0	0	0	0	1	0	1	2
OG0012173	0	0	0	0	1	0	1	2
OG0012174	0	0	0	0	1	0	1	2
OG0012175	0	0	0	0	1	0	1	2
OG0012176	0	0	0	0	1	0	1	2
OG0012177	0	0	0	0	1	0	1	2
OG0012178	0	0	0	0	1	0	1	2
OG0012179	0	0	0	0	1	0	1	2
OG0012180	0	0	0	0	2	0	0	2
OG0012181	0	0	0	0	1	0	1	2
OG0012182	0	0	0	0	1	0	1	2
OG0012183	0	0	0	0	1	0	1	2
