# BUSCO version is: 5.3.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-08-05, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
176748at4751	Complete	c_be_22_3	1142693	1145034	+	326.7	435	https://www.orthodb.org/v10?query=176748at4751	WD40-repeat-containing domain
179025at4751	Complete	c_be_22_3	1119157	1120717	+	146.9	216	https://www.orthodb.org/v10?query=179025at4751	Nucleotide-diphospho-sugar transferase
179437at4751	Complete	c_be_22_11	1102543	1104084	-	539.7	369	https://www.orthodb.org/v10?query=179437at4751	anthranilate synthase component I
179897at4751	Complete	c_be_22_15	575480	576693	-	160.7	221	https://www.orthodb.org/v10?query=179897at4751	Atg6/Beclin
181890at4751	Missing
181959at4751	Complete	c_be_22_1	3154034	3155463	-	640.0	351	https://www.orthodb.org/v10?query=181959at4751	26S Proteasome regulatory subunit 6A
183720at4751	Missing
183801at4751	Complete	c_be_22_1	2755985	2757021	+	103.2	138	https://www.orthodb.org/v10?query=183801at4751	DNA-directed RNA polymerase III subunit RPC6
183849at4751	Complete	c_be_22_9	995382	997586	+	635.2	452	https://www.orthodb.org/v10?query=183849at4751	Oligosaccharyl transferase STT3 subunit
184718at4751	Complete	c_be_22_4	1729974	1732910	+	613.1	688	https://www.orthodb.org/v10?query=184718at4751	Pre-mRNA-processing factor 6
184762at4751	Complete	c_be_22_1	2940120	2941648	+	553.3	305	https://www.orthodb.org/v10?query=184762at4751	26S proteasome regulatory subunit 8
185196at4751	Complete	c_be_22_11	836564	839141	-	267.6	448	https://www.orthodb.org/v10?query=185196at4751	Exocyst complex component SEC15
185399at4751	Complete	c_be_22_3	2217365	2218477	+	329.7	258	https://www.orthodb.org/v10?query=185399at4751	UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
186138at4751	Complete	c_be_22_5	356147	357561	-	303.5	273	https://www.orthodb.org/v10?query=186138at4751	DNA primase
186574at4751	Complete	c_be_22_1	2556336	2557718	-	499.3	366	https://www.orthodb.org/v10?query=186574at4751	Adenylosuccinate lyase
186701at4751	Missing
187821at4751	Complete	c_be_22_3	2020775	2022370	+	530.0	384	https://www.orthodb.org/v10?query=187821at4751	GMP synthase
188070at4751	Complete	c_be_22_1	4005948	4007206	+	559.4	297	https://www.orthodb.org/v10?query=188070at4751	ATPase, AAA-type, conserved site
189234at4751	Missing
189573at4751	Complete	c_be_22_6	340257	341962	-	295.6	242	https://www.orthodb.org/v10?query=189573at4751	Coatomer subunit delta
190183at4751	Complete	c_be_22_1	3626191	3627548	+	331.1	251	https://www.orthodb.org/v10?query=190183at4751	Prephenate dehydrogenase
190475at4751	Complete	c_be_22_1	1188779	1190344	+	425.3	377	https://www.orthodb.org/v10?query=190475at4751	digestive organ expansion factor
190832at4751	Fragmented	c_be_22_1	4698790	4700294	-	232.8	246	https://www.orthodb.org/v10?query=190832at4751	PAN2-PAN3 deadenylation complex subunit PAN3
191114at4751	Complete	c_be_22_6	1019694	1021264	-	461.6	333	https://www.orthodb.org/v10?query=191114at4751	Phenylalanyl-tRNA synthetase alpha chain
191296at4751	Missing
191310at4751	Fragmented	c_be_22_10	1566943	1568533	-	122.5	212	https://www.orthodb.org/v10?query=191310at4751	Vps16, C-terminal
192059at4751	Missing
192135at4751	Fragmented	c_be_22_3	1034943	1037591	+	265.1	476	https://www.orthodb.org/v10?query=192135at4751	Rho GTPase activation protein
192452at4751	Complete	c_be_22_7	714613	717012	-	481.4	433	https://www.orthodb.org/v10?query=192452at4751	Dihydropteroate synthase
195619at4751	Complete	c_be_22_10	1282980	1284593	+	515.0	456	https://www.orthodb.org/v10?query=195619at4751	Pyridoxal phosphate-dependent transferase
195863at4751	Missing
196015at4751	Complete	c_be_22_4	712597	713844	-	637.3	336	https://www.orthodb.org/v10?query=196015at4751	putative rRNA pseudouridine synthase
196094at4751	Complete	c_be_22_2	1623025	1625208	+	241.3	432	https://www.orthodb.org/v10?query=196094at4751	Translocation protein sec63
196841at4751	Missing
197111at4751	Complete	c_be_22_2	2069108	2070322	+	528.4	315	https://www.orthodb.org/v10?query=197111at4751	Cysteine desulfurase
197612at4751	Missing
198196at4751	Duplicated	c_be_22_11	919508	921075	-	418.1	363	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198196at4751	Duplicated	c_be_22_9	985200	987150	-	417.9	362	https://www.orthodb.org/v10?query=198196at4751	Threonine dehydratase
198234at4751	Missing
200331at4751	Missing
201591at4751	Missing
202089at4751	Complete	c_be_22_5	1869076	1869945	-	156.7	187	https://www.orthodb.org/v10?query=202089at4751	Mitochondrial import receptor subunit TOM40
202248at4751	Complete	c_be_22_3	2137669	2139294	+	159.5	211	https://www.orthodb.org/v10?query=202248at4751	Amino-acid acetyltransferase, mitochondrial
203109at4751	Complete	c_be_22_15	83847	84956	+	177.2	242	https://www.orthodb.org/v10?query=203109at4751	Protein DOM34 homolog
203710at4751	Complete	c_be_22_1	2809603	2810847	-	391.1	326	https://www.orthodb.org/v10?query=203710at4751	cytochrome oxidase assembly
204087at4751	Complete	c_be_22_3	2081541	2082692	+	519.4	291	https://www.orthodb.org/v10?query=204087at4751	Chorismate synthase
204341at4751	Missing
204508at4751	Missing
205479at4751	Missing
207926at4751	Complete	c_be_22_1	4142327	4144381	+	292.1	340	https://www.orthodb.org/v10?query=207926at4751	actin-like ATPase domain-containing protein
208463at4751	Complete	c_be_22_1	899626	901752	-	406.7	455	https://www.orthodb.org/v10?query=208463at4751	Pre-mRNA-splicing factor CLF1
209053at4751	Fragmented	c_be_22_1	4449307	4450491	-	409.7	246	https://www.orthodb.org/v10?query=209053at4751	serine-tRNA ligase
209619at4751	Complete	c_be_22_3	2108603	2109751	-	282.6	232	https://www.orthodb.org/v10?query=209619at4751	Threonylcarbamoyl-AMP synthase
210178at4751	Complete	c_be_22_16	160865	162445	+	220.5	253	https://www.orthodb.org/v10?query=210178at4751	Asparagine synthase
210462at4751	Missing
210986at4751	Complete	c_be_22_10	1125944	1127470	-	221.2	260	https://www.orthodb.org/v10?query=210986at4751	FACT complex subunit POB3
211442at4751	Complete	c_be_22_15	914563	915738	-	214.5	239	https://www.orthodb.org/v10?query=211442at4751	endoplasmic oxidoreductin
211634at4751	Complete	c_be_22_3	722509	723603	-	324.0	245	https://www.orthodb.org/v10?query=211634at4751	Homoisocitrate dehydrogenase
211768at4751	Complete	c_be_22_3	475980	477407	+	373.7	303	https://www.orthodb.org/v10?query=211768at4751	60S ribosomal export protein NMD3
212522at4751	Missing
212735at4751	Missing
213564at4751	Complete	c_be_22_3	1781692	1782510	-	202.4	194	https://www.orthodb.org/v10?query=213564at4751	Lipoate-protein ligase A
215926at4751	Duplicated	c_be_22_12	1442650	1443622	-	301.2	257	https://www.orthodb.org/v10?query=215926at4751	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
215926at4751	Duplicated	c_be_22_4	2501911	2502883	-	297.5	258	https://www.orthodb.org/v10?query=215926at4751	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61
216270at4751	Complete	c_be_22_10	496381	497676	+	403.4	323	https://www.orthodb.org/v10?query=216270at4751	Rab GDP dissociation inhibitor
216661at4751	Complete	c_be_22_11	28156	29175	+	377.1	246	https://www.orthodb.org/v10?query=216661at4751	Cytoplasmic tRNA 2-thiolation protein 1
216683at4751	Complete	c_be_22_1	3937256	3938452	-	303.1	242	https://www.orthodb.org/v10?query=216683at4751	Phenylalanyl-tRNA synthetase
216747at4751	Complete	c_be_22_1	1811186	1812453	-	278.8	279	https://www.orthodb.org/v10?query=216747at4751	Transcription initiation factor TFIID subunit 6
216949at4751	Missing
217097at4751	Missing
217374at4751	Complete	c_be_22_10	799453	800560	-	304.3	240	https://www.orthodb.org/v10?query=217374at4751	Fructose-1,6-bisphosphatase
219236at4751	Complete	c_be_22_1	3230576	3231691	-	464.2	295	https://www.orthodb.org/v10?query=219236at4751	Actin family
219492at4751	Missing
221926at4751	Missing
224693at4751	Complete	c_be_22_1	2527524	2528717	+	290.6	279	https://www.orthodb.org/v10?query=224693at4751	Dol-P-Man
224775at4751	Complete	c_be_22_11	1262233	1263616	-	289.0	256	https://www.orthodb.org/v10?query=224775at4751	P-loop containing nucleoside triphosphate hydrolase protein
224804at4751	Complete	c_be_22_12	378189	379189	+	235.1	187	https://www.orthodb.org/v10?query=224804at4751	Actin-related protein 2/3 complex subunit
225321at4751	Complete	c_be_22_4	1413265	1414476	+	650.8	367	https://www.orthodb.org/v10?query=225321at4751	Actin family
225351at4751	Missing
225535at4751	Complete	c_be_22_12	243785	245566	-	259.3	339	https://www.orthodb.org/v10?query=225535at4751	Transcriptional adapter 2
225712at4751	Fragmented	c_be_22_15	309944	310549	-	56.1	100	https://www.orthodb.org/v10?query=225712at4751	PEBP-like protein
225820at4751	Complete	c_be_22_12	384681	385638	+	164.6	197	https://www.orthodb.org/v10?query=225820at4751	Putative transferase CAF17, mitochondrial
225918at4751	Missing
226810at4751	Complete	c_be_22_4	695147	696085	-	306.9	230	https://www.orthodb.org/v10?query=226810at4751	Bystin
227572at4751	Complete	c_be_22_10	1555246	1556410	+	256.6	226	https://www.orthodb.org/v10?query=227572at4751	WD40 repeat
228465at4751	Complete	c_be_22_5	1028128	1028827	+	142.9	163	https://www.orthodb.org/v10?query=228465at4751	Tetratricopeptide-like helical domain superfamily
228752at4751	Missing
229510at4751	Complete	c_be_22_12	912157	913674	+	277.4	333	https://www.orthodb.org/v10?query=229510at4751	tRNA (guanine(37)-N1)-methyltransferase
229997at4751	Missing
230605at4751	Missing
231468at4751	Complete	c_be_22_16	15292	16332	-	231.3	243	https://www.orthodb.org/v10?query=231468at4751	Translation initiation factor eIF-2B subunit delta
231582at4751	Complete	c_be_22_11	206453	207790	+	249.7	258	https://www.orthodb.org/v10?query=231582at4751	NADPH
232698at4751	Complete	c_be_22_4	416770	419160	-	501.6	441	https://www.orthodb.org/v10?query=232698at4751	Protein SEY1
233287at4751	Complete	c_be_22_1	2297088	2298302	-	304.7	263	https://www.orthodb.org/v10?query=233287at4751	ATP-dependent RNA helicase DBP5
233706at4751	Complete	c_be_22_18	29972	31054	+	239.5	236	https://www.orthodb.org/v10?query=233706at4751	tRNA-dihydrouridine synthase
234548at4751	Missing
234698at4751	Complete	c_be_22_15	727269	728462	+	333.3	256	https://www.orthodb.org/v10?query=234698at4751	P-loop containing nucleoside triphosphate hydrolase protein
235105at4751	Complete	c_be_22_17	94160	95128	-	343.8	282	https://www.orthodb.org/v10?query=235105at4751	UAA transporter
235463at4751	Missing
235640at4751	Complete	c_be_22_11	737692	738927	+	288.6	280	https://www.orthodb.org/v10?query=235640at4751	26S proteasome non-ATPase regulatory subunit 12
236504at4751	Complete	c_be_22_14	855219	856736	+	641.0	379	https://www.orthodb.org/v10?query=236504at4751	Protein phosphatase PP2A regulatory subunit B
237276at4751	Complete	c_be_22_2	1251350	1252795	-	379.0	327	https://www.orthodb.org/v10?query=237276at4751	Glucose-6-phosphate 1-dehydrogenase
237281at4751	Complete	c_be_22_10	223770	225584	-	209.3	249	https://www.orthodb.org/v10?query=237281at4751	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
237393at4751	Fragmented	c_be_22_10	1397733	1399526	+	192.8	273	https://www.orthodb.org/v10?query=237393at4751	Nucleolar complex-associated protein 3
237533at4751	Complete	c_be_22_1	3652396	3653430	-	246.2	167	https://www.orthodb.org/v10?query=237533at4751	ATPase, AAA-type, conserved site
238922at4751	Complete	c_be_22_2	1305131	1306780	-	208.6	309	https://www.orthodb.org/v10?query=238922at4751	Protein kinase domain
240036at4751	Complete	c_be_22_5	1193943	1195783	-	575.8	478	https://www.orthodb.org/v10?query=240036at4751	Pescadillo homolog
240246at4751	Missing
241079at4751	Complete	c_be_22_7	1204261	1205553	-	273.5	296	https://www.orthodb.org/v10?query=241079at4751	Adenylyl cyclase-associated protein
241483at4751	Complete	c_be_22_2	230765	232281	+	400.3	382	https://www.orthodb.org/v10?query=241483at4751	WD40-repeat-containing domain
241586at4751	Complete	c_be_22_3	1895390	1896742	+	361.6	386	https://www.orthodb.org/v10?query=241586at4751	WD40-repeat-containing domain
241860at4751	Complete	c_be_22_5	747038	748515	-	399.3	280	https://www.orthodb.org/v10?query=241860at4751	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
243015at4751	Missing
244066at4751	Complete	c_be_22_1	4799218	4800255	-	345.4	255	https://www.orthodb.org/v10?query=244066at4751	Gamma-glutamyl phosphate reductase
245480at4751	Complete	c_be_22_3	2057377	2058642	-	342.8	337	https://www.orthodb.org/v10?query=245480at4751	Replication protein A subunit
245900at4751	Complete	c_be_22_15	130715	132039	-	358.3	309	https://www.orthodb.org/v10?query=245900at4751	Phosphoglycerate kinase
246207at4751	Complete	c_be_22_2	2438011	2438993	+	213.3	224	https://www.orthodb.org/v10?query=246207at4751	WD40-repeat-containing domain
246951at4751	Missing
247065at4751	Complete	c_be_22_1	688560	690733	-	189.9	413	https://www.orthodb.org/v10?query=247065at4751	SNU66/SART1 family
247129at4751	Duplicated	c_be_22_9	1376010	1377065	-	238.2	272	https://www.orthodb.org/v10?query=247129at4751	kinase-like protein
247129at4751	Duplicated	c_be_22_6	1510803	1512049	+	207.5	247	https://www.orthodb.org/v10?query=247129at4751	kinase-like protein
247383at4751	Complete	c_be_22_10	941783	942936	+	113.6	188	https://www.orthodb.org/v10?query=247383at4751	Elongator complex protein 4
248360at4751	Fragmented	c_be_22_1	4970815	4972314	-	343.0	261	https://www.orthodb.org/v10?query=248360at4751	3'-5' exonuclease activity
251158at4751	Complete	c_be_22_2	2632872	2633921	-	440.0	267	https://www.orthodb.org/v10?query=251158at4751	tRNA N6-adenosine threonylcarbamoyltransferase
251613at4751	Missing
252314at4751	Missing
252469at4751	Complete	c_be_22_5	182095	183261	+	303.4	281	https://www.orthodb.org/v10?query=252469at4751	Phosphatidate cytidylyltransferase
254717at4751	Complete	c_be_22_12	157510	158537	-	350.0	241	https://www.orthodb.org/v10?query=254717at4751	ATPase GET3
255378at4751	Complete	c_be_22_4	1200108	1201187	-	238.2	239	https://www.orthodb.org/v10?query=255378at4751	WD40-repeat-containing domain
255412at4751	Complete	c_be_22_1	3649490	3650556	+	463.7	296	https://www.orthodb.org/v10?query=255412at4751	Pre-mRNA-splicing factor prp46
256318at4751	Complete	c_be_22_10	106376	108096	-	461.9	363	https://www.orthodb.org/v10?query=256318at4751	WD40-repeat-containing domain
256914at4751	Complete	c_be_22_10	1553830	1554996	+	210.3	301	https://www.orthodb.org/v10?query=256914at4751	Mitochondrial import inner membrane translocase subunit TIM44
257330at4751	Missing
258245at4751	Complete	c_be_22_2	2473980	2475186	-	571.1	348	https://www.orthodb.org/v10?query=258245at4751	tryptophanyl-tRNA synthetase
258762at4751	Complete	c_be_22_1	2959474	2960066	-	131.7	144	https://www.orthodb.org/v10?query=258762at4751	Ribonuclease III
259060at4751	Missing
259444at4751	Complete	c_be_22_13	850337	851330	+	117.1	249	https://www.orthodb.org/v10?query=259444at4751	WD40-repeat-containing domain
259700at4751	Complete	c_be_22_2	1237542	1238664	+	142.9	233	https://www.orthodb.org/v10?query=259700at4751	RNA 3'-terminal phosphate cyclase
259883at4751	Duplicated	c_be_22_8	1743599	1744305	-	45.6	79	https://www.orthodb.org/v10?query=259883at4751	Zinc finger, CCCH-type
259883at4751	Duplicated	c_be_22_8	1767708	1768414	+	45.6	79	https://www.orthodb.org/v10?query=259883at4751	Zinc finger, CCCH-type
260251at4751	Complete	c_be_22_12	1306344	1307210	-	293.0	222	https://www.orthodb.org/v10?query=260251at4751	ATP phosphoribosyltransferase
260722at4751	Complete	c_be_22_9	381997	383102	+	342.4	211	https://www.orthodb.org/v10?query=260722at4751	Deoxyhypusine synthase
260896at4751	Missing
261237at4751	Missing
262317at4751	Missing
263390at4751	Complete	c_be_22_16	38154	39587	+	305.7	295	https://www.orthodb.org/v10?query=263390at4751	RNA polymerase II transcription factor B subunit 2
264038at4751	Complete	c_be_22_4	1548907	1552476	+	310.2	329	https://www.orthodb.org/v10?query=264038at4751	KEN domain
264164at4751	Missing
265302at4751	Missing
265325at4751	Missing
266634at4751	Complete	c_be_22_1	3212212	3213615	+	293.7	325	https://www.orthodb.org/v10?query=266634at4751	SH3 domain
267556at4751	Complete	c_be_22_13	914156	915112	+	136.9	145	https://www.orthodb.org/v10?query=267556at4751	Mitochondrial matrix Mmp37
269389at4751	Complete	c_be_22_1	3361042	3362128	-	403.2	304	https://www.orthodb.org/v10?query=269389at4751	V-type proton ATPase subunit
269580at4751	Complete	c_be_22_7	690050	691591	-	199.8	301	https://www.orthodb.org/v10?query=269580at4751	Protein HGH1 N-terminal
269939at4751	Complete	c_be_22_4	2477804	2479542	-	196.3	364	https://www.orthodb.org/v10?query=269939at4751	Winged helix-like DNA-binding domain superfamily
271511at4751	Complete	c_be_22_14	625035	626252	+	159.6	174	https://www.orthodb.org/v10?query=271511at4751	25S rRNA (Cytosine-C(5))-methyltransferase rcm1
271781at4751	Complete	c_be_22_4	1066949	1068255	-	92.7	246	https://www.orthodb.org/v10?query=271781at4751	CTLH, C-terminal LisH motif
271850at4751	Complete	c_be_22_1	2206481	2207206	+	107.5	166	https://www.orthodb.org/v10?query=271850at4751	N-acetylglucosaminyl transferase component
272081at4751	Complete	c_be_22_1	4182700	4183605	+	64.3	102	https://www.orthodb.org/v10?query=272081at4751	ribosomal protein S5 domain 2-like protein
272711at4751	Complete	c_be_22_1	5035377	5036462	+	221.0	227	https://www.orthodb.org/v10?query=272711at4751	Putative 26S proteasome regulatory subunit rpn9
273469at4751	Complete	c_be_22_11	394452	395642	+	202.2	223	https://www.orthodb.org/v10?query=273469at4751	tRNA (Adenine(58)-N(1))-methyltransferase non-catalytic subunit trm6
274828at4751	Complete	c_be_22_1	2168316	2169545	-	210.2	234	https://www.orthodb.org/v10?query=274828at4751	GPI-anchored wall transfer protein
276205at4751	Complete	c_be_22_3	1988970	1989872	+	384.9	215	https://www.orthodb.org/v10?query=276205at4751	Serine/threonine-protein phosphatase
278643at4751	Fragmented	c_be_22_4	1965726	1966802	+	129.8	216	https://www.orthodb.org/v10?query=278643at4751	Phosphatidylinositol-glycan biosynthesis class S protein
279020at4751	Complete	c_be_22_1	3366831	3367529	-	228.2	199	https://www.orthodb.org/v10?query=279020at4751	alpha-L RNA-binding motif-containing protein
280937at4751	Complete	c_be_22_1	508474	509355	+	292.0	202	https://www.orthodb.org/v10?query=280937at4751	S-methyl-5'-thioadenosine phosphorylase
281299at4751	Missing
281726at4751	Complete	c_be_22_9	1309145	1310063	-	253.9	163	https://www.orthodb.org/v10?query=281726at4751	Proteasome subunit beta type
281920at4751	Complete	c_be_22_11	1046317	1047405	-	308.8	292	https://www.orthodb.org/v10?query=281920at4751	tRNA pseudouridine synthase
282059at4751	Complete	c_be_22_15	132855	133922	+	471.2	283	https://www.orthodb.org/v10?query=282059at4751	Pyruvate dehydrogenase E1 component subunit beta
282964at4751	Complete	c_be_22_9	844516	845534	-	202.9	186	https://www.orthodb.org/v10?query=282964at4751	Gtr1/RagA G protein
283177at4751	Complete	c_be_22_3	1866828	1868174	+	194.1	209	https://www.orthodb.org/v10?query=283177at4751	adenosylmethionine decarboxylase
284127at4751	Complete	c_be_22_3	1374211	1375676	+	470.7	299	https://www.orthodb.org/v10?query=284127at4751	S-adenosylmethionine synthase
284176at4751	Missing
284287at4751	Missing
284377at4751	Missing
285254at4751	Complete	c_be_22_9	588341	589435	+	272.2	230	https://www.orthodb.org/v10?query=285254at4751	Glutamyl-tRNA synthetase
285477at4751	Complete	c_be_22_2	584557	585340	-	154.0	131	https://www.orthodb.org/v10?query=285477at4751	RNA polymerase II subunit A
285977at4751	Complete	c_be_22_11	329879	330730	+	128.1	182	https://www.orthodb.org/v10?query=285977at4751	Mitochondrial import inner membrane translocase subunit tim54
289666at4751	Complete	c_be_22_9	1108391	1109288	+	213.4	186	https://www.orthodb.org/v10?query=289666at4751	Diphthine synthase
289686at4751	Complete	c_be_22_11	1338928	1339437	-	44.8	68	https://www.orthodb.org/v10?query=289686at4751	Nucleotide exchange factor Fes1
290314at4751	Complete	c_be_22_5	99329	100390	+	410.5	275	https://www.orthodb.org/v10?query=290314at4751	Ribosomal protein L4/L1e
290471at4751	Complete	c_be_22_9	171595	172765	+	112.0	124	https://www.orthodb.org/v10?query=290471at4751	Rmd5
291828at4751	Complete	c_be_22_11	1050204	1051259	-	112.2	149	https://www.orthodb.org/v10?query=291828at4751	Protein phosphatase methylesterase 1
292336at4751	Complete	c_be_22_12	563246	564530	-	330.0	315	https://www.orthodb.org/v10?query=292336at4751	Glycylpeptide N-tetradecanoyltransferase
292418at4751	Complete	c_be_22_10	280223	281716	-	588.6	437	https://www.orthodb.org/v10?query=292418at4751	Pyruvate kinase
293405at4751	Complete	c_be_22_14	1120956	1122195	+	359.4	246	https://www.orthodb.org/v10?query=293405at4751	Lipoyl synthase, mitochondrial
295692at4751	Missing
295937at4751	Complete	c_be_22_10	1093532	1094491	+	290.4	212	https://www.orthodb.org/v10?query=295937at4751	KRR1 small subunit processome component
296024at4751	Complete	c_be_22_5	839507	840616	+	315.0	310	https://www.orthodb.org/v10?query=296024at4751	Translation initiation factor eIF-2B subunit beta
296643at4751	Fragmented	c_be_22_4	1478299	1478736	-	132.6	125	https://www.orthodb.org/v10?query=296643at4751	Ribosomal protein S5 domain 2-type fold
297145at4751	Complete	c_be_22_17	119813	121410	-	105.7	163	https://www.orthodb.org/v10?query=297145at4751	TRAUB-domain-containing protein
297671at4751	Complete	c_be_22_1	5017022	5018194	-	252.9	211	https://www.orthodb.org/v10?query=297671at4751	Tyrosine--tRNA ligase
298335at4751	Missing
298379at4751	Complete	c_be_22_15	614775	615588	+	66.8	104	https://www.orthodb.org/v10?query=298379at4751	Ubiquinone biosynthesis O-methyltransferase, mitochondrial
299054at4751	Fragmented	c_be_22_2	1493290	1494056	+	170.6	180	https://www.orthodb.org/v10?query=299054at4751	SNARE
299330at4751	Missing
299509at4751	Missing
299559at4751	Complete	c_be_22_9	1379180	1380025	-	264.0	232	https://www.orthodb.org/v10?query=299559at4751	Ribosome production factor 2
299583at4751	Complete	c_be_22_4	736591	737673	+	101.0	105	https://www.orthodb.org/v10?query=299583at4751	Gtr1/RagA G protein
299611at4751	Complete	c_be_22_11	291482	292647	-	178.1	262	https://www.orthodb.org/v10?query=299611at4751	WD40-repeat-containing domain
300016at4751	Complete	c_be_22_16	309734	310719	+	393.1	228	https://www.orthodb.org/v10?query=300016at4751	26S proteasome non-ATPase regulatory subunit 14
300216at4751	Complete	c_be_22_1	4536580	4537836	-	339.4	336	https://www.orthodb.org/v10?query=300216at4751	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial
302127at4751	Fragmented	c_be_22_13	318640	319686	+	228.3	236	https://www.orthodb.org/v10?query=302127at4751	Integral membrane protein
304341at4751	Complete	c_be_22_4	664320	665150	+	246.4	196	https://www.orthodb.org/v10?query=304341at4751	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
304453at4751	Complete	c_be_22_2	2439220	2440251	-	95.8	170	https://www.orthodb.org/v10?query=304453at4751	V-type proton ATPase subunit C
304547at4751	Complete	c_be_22_2	2087026	2087874	+	59.7	179	https://www.orthodb.org/v10?query=304547at4751	Ribosome biogenesis protein NOP53
304733at4751	Fragmented	c_be_22_5	235935	236652	-	161.7	160	https://www.orthodb.org/v10?query=304733at4751	Vesicular-fusion protein sec17
305061at4751	Missing
306594at4751	Missing
307144at4751	Fragmented	c_be_22_5	230752	232592	-	206.6	248	https://www.orthodb.org/v10?query=307144at4751	Rab-GTPase-TBC domain
308236at4751	Complete	c_be_22_4	2414065	2416347	+	349.3	443	https://www.orthodb.org/v10?query=308236at4751	Sda1
308816at4751	Fragmented	c_be_22_1	3170127	3171430	+	265.9	300	https://www.orthodb.org/v10?query=308816at4751	Splicing factor 3a subunit 3
310718at4751	Complete	c_be_22_3	208044	210239	-	309.2	534	https://www.orthodb.org/v10?query=310718at4751	Exocyst complex component Sec6
310891at4751	Complete	c_be_22_10	34270	36628	-	553.2	559	https://www.orthodb.org/v10?query=310891at4751	Pre-mRNA-splicing factor cef1
311048at4751	Complete	c_be_22_5	144263	145324	-	163.0	185	https://www.orthodb.org/v10?query=311048at4751	Deoxyhypusine hydroxylase
311254at4751	Complete	c_be_22_17	142533	143774	-	133.2	315	https://www.orthodb.org/v10?query=311254at4751	Nuclear segregation protein
312080at4751	Complete	c_be_22_9	1722392	1723405	+	250.9	227	https://www.orthodb.org/v10?query=312080at4751	Autophagy-related protein 3
312209at4751	Complete	c_be_22_3	2585900	2586472	-	62.0	81	https://www.orthodb.org/v10?query=312209at4751	adenine nucleotide alpha hydrolases-like protein
312950at4751	Fragmented	c_be_22_4	1630592	1631525	-	185.4	156	https://www.orthodb.org/v10?query=312950at4751	Cell division cycle protein 123
315551at4751	Complete	c_be_22_12	1426559	1427521	+	390.5	286	https://www.orthodb.org/v10?query=315551at4751	Delta-aminolevulinic acid dehydratase
315639at4751	Duplicated	c_be_22_7	712010	713274	-	262.8	223	https://www.orthodb.org/v10?query=315639at4751	Rhodanese-like domain
315639at4751	Duplicated	c_be_22_7	752687	753951	+	262.8	223	https://www.orthodb.org/v10?query=315639at4751	Rhodanese-like domain
315799at4751	Missing
315802at4751	Complete	c_be_22_7	763047	764546	+	141.3	194	https://www.orthodb.org/v10?query=315802at4751	tRNA dimethylallyltransferase
316254at4751	Complete	c_be_22_1	3819148	3820366	+	209.5	238	https://www.orthodb.org/v10?query=316254at4751	glycosyltransferase family 50 protein
316920at4751	Complete	c_be_22_12	1015224	1016879	-	126.8	175	https://www.orthodb.org/v10?query=316920at4751	Lysophospholipid acyltransferase
317276at4751	Missing
317335at4751	Complete	c_be_22_14	196041	197003	-	195.8	225	https://www.orthodb.org/v10?query=317335at4751	Anthranilate phosphoribosyltransferase
319121at4751	Missing
320163at4751	Complete	c_be_22_4	1094313	1095809	-	221.1	239	https://www.orthodb.org/v10?query=320163at4751	Ribonuclease Nob1, eukaryote
320638at4751	Complete	c_be_22_2	1418494	1419864	-	664.8	465	https://www.orthodb.org/v10?query=320638at4751	Nucleotide-diphospho-sugar transferase
320777at4751	Missing
320782at4751	Fragmented	c_be_22_9	847900	849120	-	88.9	223	https://www.orthodb.org/v10?query=320782at4751	RNA polymerase I associated factor, A49-like protein
321416at4751	Complete	c_be_22_13	1295607	1297976	-	483.6	591	https://www.orthodb.org/v10?query=321416at4751	Pre-mRNA-splicing factor syf1
321585at4751	Complete	c_be_22_3	270834	271817	+	300.3	246	https://www.orthodb.org/v10?query=321585at4751	U3 small nucleolar ribonucleoprotein IMP4
321728at4751	Complete	c_be_22_2	748219	749085	-	274.7	193	https://www.orthodb.org/v10?query=321728at4751	GPI-anchor transamidase
322254at4751	Complete	c_be_22_6	408941	410209	-	80.2	174	https://www.orthodb.org/v10?query=322254at4751	Histone acetyltransferase type B catalytic subunit
322267at4751	Complete	c_be_22_4	1511082	1512705	-	106.0	149	https://www.orthodb.org/v10?query=322267at4751	ubiquitin carboxyl-terminal hydrolase
323327at4751	Complete	c_be_22_11	1225650	1226616	+	200.1	205	https://www.orthodb.org/v10?query=323327at4751	Translation initiation factor eIF-2B subunit alpha
324442at4751	Complete	c_be_22_2	1307076	1307531	-	61.7	79	https://www.orthodb.org/v10?query=324442at4751	Cell division control protein 73, C-terminal
325992at4751	Missing
326512at4751	Missing
326649at4751	Complete	c_be_22_1	3942735	3944460	+	527.5	417	https://www.orthodb.org/v10?query=326649at4751	Phosphoacetylglucosamine mutase
